store_id,store_name,score,money,ward,review_cnt,review
00000001,とり屋台,3.35,"￥2,000～￥2,999",大名,52,福岡の夜飲み始めて三軒目に行きました。前日お店の前を通り人気があるのは確認済み。やはりこの日も混んでてカウンターから奥の席まで賑わってました。カウンターの店長が料理の仕上げをしてる前に通され盛り付けを拝見しつつ注文を考えてましたがビールケースの上に大きめのクッション？を括ってあるだけ椅子がむちゃくちゃ快適✨大きなカウンターも居心地が良く店長の盛り付けが繊細なで美しいコレはあたりだなァ。喜んでたらお通しの一本きゅうりがここでは赤ワインを頼み最後の本日残り1のカツオのわら焼きを勧めていただきました！美味しい肉どうふも美味しい大満足で帰りました。
00000001,とり屋台,3.35,"￥2,000～￥2,999",大名,52,2軒目にお邪魔したこちらも長らくBMにしていたお店です。清川の裏通りも結構飲食店で栄えてますね！こちらのお店、囲いはトタンのような造りでカキ小屋のような感じです^^テーブル席の椅子もビールケースや一升瓶ケースの上にクッション置いてるような物で、お客さんも中韓系の旅行客も多く、なんだかアジアの屋台村に来ているような雰囲気ですね(笑)こういう雰囲気も嫌いじゃないです^^さて、先ずは皆さん殆どの方が頼まれる晩酌セットというのが有るのですが、こちらはドリンク1杯に胡麻カンパチ、串物3種、明太ポテサラ、もつ煮込まで付いて1500円という安さ！当然コレをオーダーしました^^1杯目のドリンクに何を思ったのか、ガリガリ君ハイボール^^いきなりアイスから始まる２軒目でしたwその他に頼んだのは納豆の天ぷら、地鶏のたたきなど。納豆の天ぷらはどんな形で来るのかアレコレ話してましたが、海苔で包んで揚げてありました^^地鶏のたたきはネギまみれのお皿の提供で、一瞬コレなんだったっけ？ってなっちゃいましたね^^お会計時にはテーブルまで一口アイスのサービスも。ご馳走様でした。
00000001,とり屋台,3.35,"￥2,000～￥2,999",大名,52,出張で土曜の夜に福岡に到着。雨のパラつく夜だったので、宿泊しているホテルから近い、こちらの店にふらっと入店。晩酌セットなるものがあるので、注文してみた。ビールに、ゴマカンパチ、ポテトサラダ、もつ煮込み、串焼き3本で１５００円は、バグってます。笑しかも、全部美味しい！日本酒も好みの酒が置いてあって、追加でハツの串焼きとシメサバの藁焼きを注文したけど、藁焼きの美味しさに1人でニヤニヤしながら食べてました。なかなか福岡に来ることはないけど、また来たいと思う店でした。
00000001,とり屋台,3.35,"￥2,000～￥2,999",大名,52,仕事終わりに、職場のみんなと利用しました。ラストオーダーまで1時間以内だったにも関わらずとても良くしてくれました。遅い時間に空いている居酒屋があまり多くないので助かりました。^ - ^地鶏のメニューが多くとても美味しかったです。提供も早くて良い店でした。またゆっくり伺いたいです。^ - ^
00000001,とり屋台,3.35,"￥2,000～￥2,999",大名,52,時刻は12時を過ぎたあたり。もう少し飲み足りないと感じていた時に、清川の路地で発見したお店。屋台という名前の気軽さと、盛り上がる店内を見渡し入店。カウンターに着席して、お酒の肴にはもつ煮込みと、わら焼きを注文。ほどよく賑やかな店内の雰囲気と、お酒の美味しさに高揚し良い一杯を頂きました。幸せなひとときをありがとうございました。
00000001,とり屋台,3.35,"￥2,000～￥2,999",大名,52,清川で遅くまでやっていてタバコまで吸えて席の間隔が広くて自宅のように寛げるお店がこちら！！とりあえず迷ったら晩酌セットは絶対頼もう【頼んだメニュー】◆晩酌セット 1.100円お好きな飲み物 黒霧島ソーダ割×1本日の刺身5品 サーモン、カンパチ、太刀魚、カンパチ、タコ焼き鳥3種類こんだけ入って1.100円はありえんよ、、、企業努力凄すぎるとりあえず困ったらこの店きて晩酌セット頼めば万事解決◆お通しのきゅうりこれも良い酒のアテになるのよな付け合わせの辛味噌がばり美味い辛味噌を残しておいて豚バラと食べる事を超お勧めする【感想】いつ行っても良心会計スタッフさんもキビキビしてて酒場って感じやな席数も多いので困ったらここをお勧めする相変わらず良いお店でやんした【利用想定シーン】清川高砂美野島辺りで飲み屋さんに困ったら焼き鳥片手にくつろぎたい時に【場所】清川ファミリーマートの前
00000001,とり屋台,3.35,"￥2,000～￥2,999",大名,52,運動後の小腹が空いたの満たすのに利用させて頂きました！■注文内容・晩酌セット　　　　　　　　　　税込1100円　↪︎刺身5種・串3種・お好きお飲み物・豚バラ　　　　　　　　　　　　税込220円・しそ巻き　　　　　　　　　　　税込275円・うずら巻き　　　　　　　　　　税込220円・ソーセージ　　　　　　　　　　税込178円■感想・平日22時過ぎに予約して訪問。・カウンター席に案内して頂きましたが、カウンターはほぼ埋まっていた印象でした。・お通しのきゅうりは卓上にある辛味噌を少しつけて食べると最強に！・料理は、迷ったらとりあえず晩酌セットの注文がおすすめです！串も刺身もちゃんと美味しくこの価格は満足度高すぎます！・追加で注文した串でお酒が進みました！・店員さんも活気があって雰囲気も良かったです！・安くてうまいものを食べて飲んでしたい方におすすめです！■営業時間月・火・水・木・金・土・日18時00分〜3時00分 ■注文方法 店員さんに注文■場所・アクセス渡辺通駅から徒歩10分
00000001,とり屋台,3.35,"￥2,000～￥2,999",大名,52,二月の三連休を利用して三泊四日の福岡県に旅行。三泊目で福岡市に宿泊。ホテルから中洲の屋台まで歩いて行き梯子酒した後ホテルに戻る。この店は宿泊したホテルの近くにあり中洲の屋台に行く時に気になっていた店。帰ってきた時もかなり繁盛していたが席につけた。かなり飲んでいたので晩酌セットを注文。千百円で飲みもの、刺身盛り合わせと串がついてくる。お通しはきゆうり。飲みものには佐賀県の鍋島を頼んだ。追加で長崎県の福海と埼玉県のさらを注文。
00000001,とり屋台,3.35,"￥2,000～￥2,999",大名,52,品数豊富、味ヨシ、価格ヨシ、問題ナシ
00000001,とり屋台,3.35,"￥2,000～￥2,999",大名,52,深夜3時まで営業◎果実サワーがとにかく美味しい冷凍マンゴーがしゃくしゃくでボリュームたっぷり♡・お通しきゅうり・板わさ・ケチったカツ・男前生ビール・ハイボール・マンゴーサワー店内満席でも電話番号で空き次第連絡をもらえるケチったカツは本当にコスパ最強ハサミで切ってマヨソースでいただく♩
00000001,とり屋台,3.35,"￥2,000～￥2,999",大名,52,清川にあるとり屋台。深夜まで営業しているので遅い時間によく利用する屋台風の居酒屋さん。まず運ばれてくるのはお通しのキューリ。食べたいものをテキトーに注文。料理はどれもお安く、いつも注文するのはケチったカツ。カツは薄めだけどとても大きくて食べ応えがあり、ソースとマヨネーズをつけてハサミでカットしていただく。また夜中にお腹が空いたら利用予定。
00000001,とり屋台,3.35,"￥2,000～￥2,999",大名,52,"大雨の薬院。ワールドカップ2次予選を見ながら摘めれば良いとお目当ての焼き鳥屋を目指したのですがやっておらず撃沈（笑）近場でとにかく雨から避難すべしと入店したのが「とり屋台」さんでした。晩酌セット1,100円なるものがあったので、それを注文してサッカー観戦です。後半二〇分くらいからでしたが、セットの生ビール、刺身、串焼きをいただきながら時間を潰すことが出来ました。1,100円は、支払いすると1,420円という謎の金額でしたが、300円は付出しのふろふき大根なんでしょうね。できれば箸が刺さるくらいは煮込んで欲しいと思いましたよ（笑）ご馳走様でした。"
00000001,とり屋台,3.35,"￥2,000～￥2,999",大名,52,福岡中央区の#とり屋台清川 さんへ。#鯖のわら焼き と#低温調理のレバ刺し など。全品味や焼き加減なども素晴らしいこれ以上人気店 になったらいやだから出来るだけ#内緒 ね#福岡グルメ #博多グルメ #今泉ランチ #天神グルメ#薬院グルメ #清川グルメ #わら焼き #レバ刺し
00000001,とり屋台,3.35,"￥2,000～￥2,999",大名,52,みんなで深夜に『とり屋台』さんへまえまえからきになってたお店やっといけたまずは生ビールで乾杯色々注文しましたがなんでも美味しい！特にポテサラ最高(^○^)深夜３時迄営業してるのも嬉しいごちそうさまでした（^人^）
00000001,とり屋台,3.35,"￥2,000～￥2,999",大名,52,今回初めて行ってみました。お店は牡蠣小屋のような雰囲気です。生ビールで乾杯し、色々注文！料理の提供が早い*\(^o^)/*どれも美味しかったですが、特にポテトサラダが気に入りました♪ご馳走様でした！
00000001,とり屋台,3.35,"￥2,000～￥2,999",大名,52,深夜まで開いているということで初訪問！入店すると広々とした店内でびっくり！昔ながらの居酒屋風でした料理はどれも美味しくて雰囲気にマッチしてました残念だったのは焼き鳥のキャベツを何も言われず下げられたところ一言欲しかったですね
00000001,とり屋台,3.35,"￥2,000～￥2,999",大名,52,昔ながらの雰囲気の居酒屋さんへ店内は広々お酒がすすむ店内料理は注文してすぐに来ました。どれも美味しくゴーヤも苦味なく美味しい^_^生ビールとの相性抜群でした深夜まで空いていて賑わっていました♪
00000001,とり屋台,3.35,"￥2,000～￥2,999",大名,52,深夜まで開いてるって事でこちらのお店初訪問まずは置いてたら絶対頼むポテサラ絶品でした！どれもこれもお酒のあてになりそうな一品ばかり店員さんも元気がよく気持ちのいい接客してくれました！また使います！
00000001,とり屋台,3.35,"￥2,000～￥2,999",大名,52,居酒屋感強めのやきとり屋さんを発見ポテサラがベーコンごろごろで注文必須！！激うまでした！深夜ということもあり品切れが多くて残念でしたまたリベンジしたい串があったのでまた来たいです！ゴーヤなどの季節料理も美味しかった〜
00000001,とり屋台,3.35,"￥2,000～￥2,999",大名,52,仕事終わりにミーティングしながらお食事させて頂きました。最初にきたポテトサラダがめっちゃ美味しかった！それから、ゴーヤチャンプルーも酒がめちゃめちゃ進むくらい美味しかった(*^_^*)串ものもいろいろ頼んでどれも美味しかった！また行きたいと思います(≧▽≦)
00000001,とり屋台,3.35,"￥2,000～￥2,999",大名,52,近くのラーメン屋さんに行く予定でしたが開店前だったので、時間つぶしに寄りました。低温調理のレバ刺し680円地鶏のもも焼き480円男前ハイボール700円レバ刺しは柔らかくてコクがあり、美味しかった。もう少し胡麻油のタレが多いと良かったと思います。もも焼きも安くて美味しいのですがもう少しジューシーだと更に良いと思いました。値段の割にはとても良いお店でした。
00000001,とり屋台,3.35,"￥2,000～￥2,999",大名,52,"気心知れたメンバーでの懇親会でお邪魔しました。前回はお通しがキュウリの１本漬けでしたが今回はおでん。味が染みてておいしかったぁ。もちろん晩酌セットを最初に頼みます。1,000円でドリンク+串焼き3種+お刺身5種はものすごくコスパがいい！！この日のおすすめの藁焼きはかつお。薫りもよくおいしかったなぁ。私はお塩でいただきました。ドリンクはビールを飲み、レモンチューハイの後はキープしている焼酎を。ずっとロックで飲んでいました。。。どんだけ飲んだんだろう。。。そして写真全部撮れていないはず。。。この日はみんな飲み過ぎて２軒目には行かず解散。お店の方もものすごく感じがいいしまたお邪魔します！ごちそうさまでした。"
00000001,とり屋台,3.35,"￥2,000～￥2,999",大名,52,"気心知れたメンバーでの懇親会でお邪魔しました。前回はお通しがキュウリの１本漬けでしたが今回はおでん。味が染みてておいしかったぁ。もちろん晩酌セットを最初に頼みます。1,000円でドリンク+串焼き3種+お刺身5種はものすごくコスパがいい！！この日のおすすめの藁焼きはかつお。薫りもよくおいしかったなぁ。私はお塩でいただきました。ドリンクはビールを飲み、レモンチューハイの後はキープしている焼酎を。ずっとロックで飲んでいました。。。どんだけ飲んだんだろう。。。そして写真全部撮れていないはず。。。この日はみんな飲み過ぎて２軒目には行かず解散。お店の方もものすごく感じがいいしまたお邪魔します！ごちそうさまでした。"
00000001,とり屋台,3.35,"￥2,000～￥2,999",大名,52,仕事終わりに一杯やりたくてたまたま通ったお店(^｡^)深夜までやってるから助かるが味の期待は少ないなーと思いながらふらっと入店！ラストオーダー間際だったが割とお客さん居て賑わってました！串と一品と注文！お通しはちくわのおでん！練り物好きな僕は嬉しい(^｡^)焼き鳥も普通に美味い！いい意味で期待はずれでした笑またふらっとお邪魔したいお店です☆
00000001,とり屋台,3.35,"￥2,000～￥2,999",大名,52,ずっと気になりつつ初来店。屋台と言っても空調も効いてる店内。雰囲気屋台で良い感じです。藁焼は種類が多く、今日の藁焼の鰹を注文。香りも良く美味。海鮮と納豆の生春巻きは、期待を裏切る美味しさ‼︎また食べたい一品、、牡蠣は予約すれば出してもらえるみたいで、味もありおいしかった〜まだまだ食べたいのもありましたが、お腹いっぱい。笑また来たいな〜
00000001,とり屋台,3.35,"￥2,000～￥2,999",大名,52,少し前に部署の懇親会を企画してチーム７名で行ってきました。清川にある居酒屋さん。ちょいと前は牡蠣小屋風に牡蠣も食べられましたがそんな感じでは無さそうです。小屋風なので壁ではなく、トタンで囲ってあるだけ、屋根もあります（笑）言ってみればわかりますが、牡蠣小屋のような、屋台のような雰囲気に簡易的な囲みをしてある感じ、チープですが、サラリーマンには落ち着きます。安いので若い女の子やカップルも結構いました。われわれおっさんチームは1番奥を案内されます。しかし、飲み放題付きで3500えんですよ。安くないですか。写真は串物と宮崎地鶏の炭火焼き、厚切りベーコン乗せポテトサラダ、あと、刺身が少しと焼きおにぎりもついて、何品かあった気がしますが、おつまみとしてはしっかり有ります。ご飯でお腹も膨れます。何より地鶏のモモ焼き美味いぃ〜。思わず、別注文でモモ焼きだけ頼んじゃった（笑）それでも一人当たりは4000円いきません。どうせコロナで長居はできませんので20時過ぎには帰宅の途につきました。美味しく飲んで食べて懇親を深めて楽しい一日でした。コロナでなかなか一体感生まれなかったので、思い切ってたまには飲もうとチームだけの懇親会初めて企画しましたが良かったです〜御馳走様でした
